road_id,drain_id,infrastructure_type,data_type,disclaimer,scenario,event_id,flood_depth_m,risk,blocked,assessment_method,routing_cost,crs,model_type,note
drain-proxy-3272,3272,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4634,4634,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2465,2465,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5027,5027,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9376,9376,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2523,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9271,9271,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2435,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7441,7441,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1897,1897,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3960,3960,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-210,210,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1805,1805,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5338,5338,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6333,6333,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2477,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6654,6654,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6083,6083,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7624,7624,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1107,1107,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1523,1523,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9863,9863,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8275,8275,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5817,5817,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3333,3333,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6826,6826,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1597,1597,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-10161,10161,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2689,2689,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3424,3424,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-7880,7880,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3739,3739,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8745,8745,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6691,6691,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-500,500,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-5506,5506,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6328,6328,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2481,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4048,4048,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6930,6930,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2512,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1864,1864,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2484,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4609,4609,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9309,9309,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2421,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9517,9517,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.2466,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-106,106,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4511,4511,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3469,3469,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3487,3487,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9424,9424,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-8937,8937,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6475,6475,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2215,2215,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2882,2882,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2770,2770,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3473,3473,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6491,6491,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3305,3305,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-6074,6074,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-9809,9809,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-2754,2754,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3994,3994,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1195,1195,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.28,likely,False,idw_from_swmm_nodes,5.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-1111,1111,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-4010,4010,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
drain-proxy-3481,3481,drainage_channel_proxy,prototype_drainage_proxy,This is NOT actual road flood risk and must not be interpreted as road data.,normal,imerg-2015-11-28_normal,0.0,safe,False,idw_from_swmm_nodes,1.0,EPSG:4326,synthetic_pilot_network,PROTOTYPE ONLY: This is NOT actual road flood risk and must not be interpreted as road data. No road network dataset exists in the repository. Stormwater drain geometries from chennai_swd.gpkg are used strictly as a structural spatial proxy to test downstream risk/routing pipeline integration.
